chunk_id,company_raw,company_slug,source_file,pdf_page,chunk_idx_on_page,text,n_chars
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p028-c004,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,28,4,", удовлетворяющие SPPI, должны соответствовать базовому кредитному соглашению. Договорные доход условия, в результате которых появляется подверженность рискам или волатильность предусмотренных договором денежных",211
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p028-c005,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,28,5,"потоков, не связанная с базовым кредитным договором, например, подверженность изменениям котировок акций или цен на товар, не обусловливают возникновения предусмотренных договором денежных потоков, которые являются исключительно платежами в счет основной суммы долга и процентов на непогашенную часть основной суммы долга. Созданный или приобретенный финансовый актив может являться базовым кредитным договором независимо от того, является ли он займом по своей юридической форме. Когда долговой инструмент, оцениваемый по ССчПСД, прекращает признаваться, накопленная прибыль/убыток, ранее признанная",600
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p028-c006,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,28,6,"в ПСД, реклассифицируется из состава капитала в прибыль или убыток. К долговым инструментам, в последующем оцениваемым по ССчПСД, применяются требования, касающиеся обесценения (подробнее см. строку 3 данного примечания).",221
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p028-c007,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,28,7,"13 МСФО Долговые инструменты по амортизированной стоимости (IFRS) 9, МСФО Компания определяет классификацию и оценку финансового актива на основании характеристик договорных денежных потоков (IFRS) 7 актива и бизнес-модели Компании, используемой для управления этим активом. Для того, чтобы актив можно было классифицировать и оценивать по амортизированной стоимости, договорные денежные потоки должны быть исключительно платежами в счет основной суммы долга и процентов на непогашенную часть основной суммы долга (SPPI). Для целей тестирования на соответствие SPPI под основной суммой долга понимает",600
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p028-c008,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,28,8,"ся справедливая стоимость финансового актива Порядок признания и последующего при первоначальном признании. Основная сумма долга может изменяться на протяжении срока действия финансового актива учета финансовых активов, (например, если имеют место выплаты в счет погашения основной суммы долга). Проценты на непогашенную часть основной суммы",341
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p028-c009,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,28,9,"оцениваемых по амортизированной долга состоят из вознаграждения за временную стоимость денег, за кредитный риск по основной сумме долга в течение стоимости определенного периода времени, за прочие риски и затраты по базовому кредитному договору, а также норму прибыльности. Оценка на предмет соответствия SPPI производится в валюте, в которой финансовый актив номинирован. Договорные денежные потоки, удовлетворяющие SPPI, должны соответствовать базовому кредитному соглашению. Договорные условия, в результате которых появляется подверженность рискам или волатильность предусмотренных договором дене",600
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p028-c010,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,28,10,"жных потоков, не связанная с базовым кредитным договором, например, подверженность изменениям котировок акций или цен на товар, не обусловливают возникновения предусмотренных договором денежных потоков, которые являются исключительно платежами",243
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p028-c011,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,28,11,"в счет основной суммы долга и процентов на непогашенную часть основной суммы долга. Созданный или приобретенный финансовый актив может являться базовым кредитным договором независимо от того, является ли он займом по своей юридической форме. 28",244
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c001,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,1,"Номер Стандарт Требования к раскрытию информации Описание строки МСФО К долговым инструментам, в последующем оцениваемым по амортизированной стоимости, применяются требования, касающиеся обесценения (подробнее см. строку 3 данного примечания). 14 МСФО При наличии контроля над управлением акционерным обществом или влияния на деятельность общества, акции таких акционерных (IAS) 1, обществ учитываются на счете: «Участие в дочерних и ассоциированных обществах» по себестоимости приобретения. МСФО Порядок признания и последующего Долевые ценные бумаги подлежат проверке на обесценение. (IAS) 27 учет",599
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c002,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,2,"а инвестиций в дочерние, совместно контролируемые и В случае наличия обесценения по таким ценным бумагам создаются резервы. ассоциированные предприятия У Компании имеются вложения в дочерние предприятия, полный перечень которых раскрыт в Примечании 15. Структура группы представлена в выпущенной консолидированной финансовой отчетности по МСФО за 2021 год, которая размещена на официальном",389
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c003,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,3,"сайте Компании. 15 МСФО В составе «Прочих активов» Компании отражаются расчеты по налогам и сборам, кроме налога на прибыль; требование по выплате (IAS) 1 краткосрочного вознаграждения работникам; расчеты по социальному страхованию; расчеты с поставщиками и подрядчиками; Порядок признания и последующего расчеты с организациями-нерезидентами по хозяйственным операция; авансы (предоплаты), уплаченные по другим операциям. учета прочих активов Указанные активы первоначально признаются по справедливой стоимости и впоследствии оцениваются по амортизированной стоимости. 16 МСФО Финансовые обязательст",600
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c004,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,4,"ва категории ССчОПУ (IFRS) 7, Финансовое обязательство классифицируется как финансовое обязательство категории ССчОПУ, если оно (i) предназначено для МСФО торговли или (ii) определено в категорию ССчОПУ при первоначальном признании.",232
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c005,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,5,"(IFRS) 9 Финансовое обязательство классифицируется как «предназначенное для торговли», если оно: • принимается, главным образом, с целью обратного выкупа в ближайшем будущем; • при первоначальном признании является частью портфеля совместно управляемых финансовых инструментов Компании, по которому имеются свежие данные о получении краткосрочной прибыли; или • является производным инструментом, не определенном как инструмент хеджирования в сделке эффективного хеджирования. Финансовое обязательство, не являющееся финансовым обязательством, предназначенным для торговли либо условным Порядок призн",600
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c006,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,6,"ания и последующего возмещением, которое может быть выплачено покупателем в процессе объединения бизнеса, может быть определено в категорию учета финансовых обязательств, ССчОПУ в момент первоначального признания при условии, что:",230
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c007,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,7,"оцениваемых по справедливой • применение такой классификации устраняет или значительно сокращает несоответствие в оценке или учете, которое могло бы стоимости через прибыль или убыток возникнуть в противном случае; или • финансовое обязательство является частью группы финансовых активов или финансовых обязательств либо группы финансовых активов и обязательств, управление и оценка которой осуществляется на основе справедливой стоимости в соответствии с документально оформленной стратегией управления рисками или инвестиционной стратегией Компании, и информация о такой группе представляется внутр",600
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c008,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,8,"и организации на указанной основе; • финансовое обязательство является частью договора, содержащего один или несколько встроенных производных инструментов, и МСФО (IFRS) 9 разрешает классифицировать инструмент в целом как ССчОПУ.",229
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c009,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,9,"Финансовые обязательства категории ССчОПУ отражаются по справедливой стоимости, а любая прибыль или убыток от переоценки признается в составе прибыли или убытка, при условии, что такая прибыль или убыток не участвует в отношениях, обозначенных как отношения хеджирования. Более подробная информация о прекращении признания финансовых обязательств представлена в строке 3 данного примечания. 17 МСФО Порядок признания и последующего Финансовые обязательства, оцениваемые по амортизированной стоимости (IFRS) 7, учета финансовых обязательств, МСФО оцениваемых по амортизированной Прочие финансовые обяз",600
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p029-c010,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,29,10,"ательства, включая депозиты и займы, первоначально учитываются по справедливой стоимости за вычетом (IFRS) 9 стоимости затрат по сделке. Прочие финансовые обязательства впоследствии учитываются по амортизированной стоимости с использованием",240
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p030-c001,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,30,1,"Номер Стандарт Требования к раскрытию информации Описание строки МСФО метода эффективной процентной ставки (более подробная информация о методе эффективной процентной ставки приведена в строке 7 данного примечания). Более подробная информация о прекращении признания финансовых обязательств представлена в строке 3 данного примечания. 18 МСФО Финансовые активы и обязательства взаимозачитываются, и в балансе отражается чистая текущая стоимость только в тех случаях, (IAS) 32 когда существует законодательно установленное право произвести взаимозачет отраженных сумм, а также намерение либо произвес",599
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p030-c002,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,30,2,"ти взаимозачет, либо одновременно реализовать актив и урегулировать обязательство. Право на проведение зачета не Порядок проведения взаимозачетов должно быть обусловлено событием в будущем и должно иметь юридическую силу во всех следующих обстоятельствах: финансовых активов и финансовых",287
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p030-c003,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,30,3,"обязательств • в ходе обычной деятельности; • в случае неисполнения обязательств; • в случае несостоятельности или банкротства. Раздел IV. Порядок признания и последующего учета хеджирования 19 МСФО Хеджирование потоков денежных (IFRS) 7 средств (описание типа хеджирования, характера хеджируемых рисков, Не применимо. финансовых инструментов, признанных инструментами хеджирования) 20 МСФО Хеджирование справедливой (IFRS) 7 стоимости (описание типа хеджирования, характера хеджируемых Не применимо. рисков, финансовых инструментов, признанных инструментами хеджирования) 21 МСФО Хеджирование чистых",600
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p030-c004,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,30,4,"инвестиций в (IFRS) 7 иностранные подразделения (описание типа хеджирования, характера Не применимо. хеджируемых рисков, финансовых инструментов, признанных инструментами хеджирования) Раздел V. Критерии признания и база оценки инвестиционного имущества",253
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p030-c005,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,30,5,"22 МСФО Применяемая модель учета Не применимо. (IAS) 40 инвестиционного имущества 23 МСФО Критерии, используемые организацией (IAS) 40 в целях проведения различия между инвестиционным имуществом и объектами собственности, Не применимо. занимаемыми владельцем, а также имуществом, предназначенным для продажи в ходе обычной деятельности 30",338
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p031-c001,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,31,1,"Номер Стандарт Требования к раскрытию информации Описание строки МСФО 24 МСФО Степень, в которой справедливая (IAS) 40 стоимость инвестиционного имущества (измеренная или раскрытая в бухгалтерской (финансовой) отчетности) основана на оценке, произведенной независимым оценщиком, обладающим Не применимо. соответствующей признанной профессиональной квалификацией, а также недавним опытом проведения оценки инвестиций в недвижимость той же категории и того же места нахождения, что и оцениваемый объект Раздел VI. Критерии признания, база оценки основных средств 25 МСФО Критерии признания, способы, П",599
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p031-c002,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,31,2,"ервоначальная стоимость объектов основных средств формируется исходя из суммы фактических затрат на создание, сооружение (IAS) 16 используемые для оценки основных и приобретение с учетом налога на добавленную стоимость. Основные средства отражаются по стоимости приобретения за вычетом",285
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p031-c003,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,31,3,"средств (для каждой группы основных накопленного износа. средств) 26 МСФО Применяемые методы амортизации, Амортизация начисляется линейным способом с даты готовности к эксплуатации. При расчете амортизируемой величины объекта не (IAS) 16 порядок оценки ликвидационной используется расчетная ликвидационная стоимость, так как у Компании отсутствуют намерения продавать объекты основных средств стоимости (для каждой группы по истечении срока полезного использования, ликвидационная стоимость объектов основных средств, признается равной нулю. основных средств) и их изменения Начисление и отражение в",599
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p031-c004,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,31,4,бухгалтерском учете амортизации осуществляется ежемесячно не позднее последнего дня месяца. 27 МСФО Группы основных средств: (IAS) 16,133
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p031-c005,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,31,5,"Применяемые сроки полезного Машины и оборудование 3-10 лет использования (для каждой группы Сейфы, несгораемые шкафы 20-25 лет основных средств) и их изменения Средства связи 10-20 лет Прочие 2-10 лет Раздел VII. Критерии признания, база оценки нематериальных активов 28 МСФО Нематериальные активы принимаются к бухгалтерскому учету по фактической (первоначальной) стоимости, определенной на дату (IAS) 38 принятия их к бухгалтерскому учету: • приобретенные за плату – по сумме фактических расходов на приобретение и дополнительных расходов на доведение их до состояния, пригодного для использования",599
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p031-c006,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,31,6,"в запланированных целях, с учетом налога на добавленную стоимость; • созданный самой Компанией – по сумме фактических расходов на создание и доведение их до состояния, пригодного для Определение и состав нематериальных использования в запланированных целях, с учетом налога на добавленную стоимость. активов Нематериальные активы Компании имеют определенный срок полезного использования. Нематериальные активы Компании состоят из:",430
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p031-c007,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,31,7,• программного обеспечения; • лицензий; • товарных знаков; • исключительных прав на использование программ ЭВМ. 29 МСФО База оценки для каждого класса Нематериальные активы с ограниченным сроком полезного использования учитываются по стоимости приобретения за вычетом (IAS) 1 активов (стоимость приобретения за накопленной амортизации и накопленного убытка от обесценения. 31,375
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p032-c001,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,32,1,"Номер Стандарт Требования к раскрытию информации Описание строки МСФО вычетом амортизации или стоимость переоценки за вычетом амортизации) 30 МСФО Раскрытие для каждого класса активов (IAS) 38 с неопределенным сроком полезного использования факта ежегодного Не применимо. тестирования на обесценение, информации о наличии возможных признаков обесценения 31 МСФО Группы нематериальных активов и срок полезного использования (годы): Применяемые сроки и методы",457
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p032-c002,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,32,2,"(IAS) 38 Программное обеспечение - 3 группа (5 -8 лет); амортизации для нематериальных Товарные знаки - 8 группа (10 лет); активов с ограниченным сроком Исключительное право автора и иного правообладателя на использование программы ЭВМ- 5 группа (7 лет). использования Начисление амортизации по нематериальным активам производится линейным способом. 32 МСФО Перечень признаваемых на стадии разработки затрат, включаемых в первоначальную стоимость НМА: (IAS) 1 • расходы на оплату труда сотрудников, на основе табеля учета рабочего времени, штатного расписания и условий трудового Порядок учета затра",599
пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная-p032-c003,ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная,пао московская биржа бухгалтерская финансовая отчетность за 2024 обобщенная,/content/data/Дата/ПАО Московская Биржа Бухгалтерская (финансовая) отчетность за 2024_обобщенная.pdf,32,3,"т на создание договора, включая начисления в фонды; нематериальных активов собственными • оплата по договору возмездного оказания услуг, привлекаемых подрядчиков- физических лиц; силами • амортизация используемого ПО и основных средств; • услуги подрядчиков юридических лиц. Раздел VIII. Порядок признания и последующего учета вознаграждений работникам и связанных с ними отчислений",382
